"Reference Area Code","Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"TUR","Turkey","2001","Not applicable","Not applicable","Percent","2.71185"
"TUR","Turkey","2000","Not applicable","Not applicable","Percent","2.58992"
"TUR","Turkey","1999","Not applicable","Not applicable","Percent","2.95752"
"TUR","Turkey","1998","Not applicable","Not applicable","Percent","0"
"TUR","Turkey","1995","Not applicable","Not applicable","Percent","2.25111"
"TUR","Turkey","1994","Not applicable","Not applicable","Percent","3.42483"
"TUR","Turkey","1993","Not applicable","Not applicable","Percent","3.36547"
"TUR","Turkey","1986","Not applicable","Not applicable","Percent","1.50957"
"TUR","Turkey","1985","Not applicable","Not applicable","Percent","1.73811"
"TUR","Turkey","1984","Not applicable","Not applicable","Percent","2.02923"
"TUR","Turkey","1983","Not applicable","Not applicable","Percent","2.6476"
"TUR","Turkey","1982","Not applicable","Not applicable","Percent","1.75491"
"TUR","Turkey","1981","Not applicable","Not applicable","Percent","2.2083"
"TUR","Turkey","1979","Not applicable","Not applicable","Percent","2.9152"
"TUR","Turkey","1978","Not applicable","Not applicable","Percent","4.34774"
"TKM","Turkmenistan","2012","Not applicable","Not applicable","Percent","3.04925"
"TCA","Turks and Caicos Islands","2015","Not applicable","Not applicable","Percent","3.26528"
"TUV","Tuvalu","1990","Not applicable","Not applicable","Percent","7.55418"
"UGA","Uganda","2013","Not applicable","Not applicable","Percent","2.20093"
"UGA","Uganda","2012","Not applicable","Not applicable","Percent","2.7226"
"UGA","Uganda","2011","Not applicable","Not applicable","Percent","2.69587"
"UGA","Uganda","2010","Not applicable","Not applicable","Percent","2.25446"
"UGA","Uganda","2009","Not applicable","Not applicable","Percent","3.2543"
"UGA","Uganda","2004","Not applicable","Not applicable","Percent","4.95237"
"UGA","Uganda","2000","Not applicable","Not applicable","Percent","2.46167"
"UGA","Uganda","1988","Not applicable","Not applicable","Percent","5.10365"
"UGA","Uganda","1985","Not applicable","Not applicable","Percent","3.43196"
"UGA","Uganda","1984","Not applicable","Not applicable","Percent","2.42836"
"UGA","Uganda","1983","Not applicable","Not applicable","Percent","1.68909"
"UGA","Uganda","1982","Not applicable","Not applicable","Percent","2.51552"
"UGA","Uganda","1976","Not applicable","Not applicable","Percent","2.67659"
"UGA","Uganda","1975","Not applicable","Not applicable","Percent","3.22103"
"UKR","Ukraine","2013","Not applicable","Not applicable","Percent","6.67165"
"UKR","Ukraine","2012","Not applicable","Not applicable","Percent","6.69233"
"UKR","Ukraine","2011","Not applicable","Not applicable","Percent","6.16238"
"UKR","Ukraine","2009","Not applicable","Not applicable","Percent","7.31088"
"UKR","Ukraine","2008","Not applicable","Not applicable","Percent","6.42993"
"UKR","Ukraine","2007","Not applicable","Not applicable","Percent","6.1512"
"UKR","Ukraine","2006","Not applicable","Not applicable","Percent","6.20873"
"UKR","Ukraine","2005","Not applicable","Not applicable","Percent","6.05848"
"UKR","Ukraine","2004","Not applicable","Not applicable","Percent","5.30832"
"UKR","Ukraine","2003","Not applicable","Not applicable","Percent","5.60241"
"UKR","Ukraine","2002","Not applicable","Not applicable","Percent","5.43333"
"UKR","Ukraine","2001","Not applicable","Not applicable","Percent","4.68049"
"UKR","Ukraine","2000","Not applicable","Not applicable","Percent","4.16623"
"UKR","Ukraine","1999","Not applicable","Not applicable","Percent","3.61808"
"UKR","Ukraine","1998","Not applicable","Not applicable","Percent","4.44884"
"UKR","Ukraine","1997","Not applicable","Not applicable","Percent","5.45601"
"ARE","United Arab Emirates","1997","Not applicable","Not applicable","Percent","1.10944"
"GBR","United Kingdom of Great Britain and Northern Ireland","2013","Not applicable","Not applicable","Percent","5.68625"
"GBR","United Kingdom of Great Britain and Northern Ireland","2011","Not applicable","Not applicable","Percent","5.76205"
"GBR","United Kingdom of Great Britain and Northern Ireland","2010","Not applicable","Not applicable","Percent","5.9406"
"GBR","United Kingdom of Great Britain and Northern Ireland","2009","Not applicable","Not applicable","Percent","5.30917"
"GBR","United Kingdom of Great Britain and Northern Ireland","2008","Not applicable","Not applicable","Percent","5.10942"
"GBR","United Kingdom of Great Britain and Northern Ireland","2007","Not applicable","Not applicable","Percent","5.15348"
"GBR","United Kingdom of Great Britain and Northern Ireland","2006","Not applicable","Not applicable","Percent","5.23207"
"GBR","United Kingdom of Great Britain and Northern Ireland","2005","Not applicable","Not applicable","Percent","5.195"
"GBR","United Kingdom of Great Britain and Northern Ireland","2004","Not applicable","Not applicable","Percent","5.00706"
"GBR","United Kingdom of Great Britain and Northern Ireland","2003","Not applicable","Not applicable","Percent","5.10266"
"GBR","United Kingdom of Great Britain and Northern Ireland","2002","Not applicable","Not applicable","Percent","4.95389"
"GBR","United Kingdom of Great Britain and Northern Ireland","2001","Not applicable","Not applicable","Percent","4.39215"
"GBR","United Kingdom of Great Britain and Northern Ireland","2000","Not applicable","Not applicable","Percent","4.33246"
"GBR","United Kingdom of Great Britain and Northern Ireland","1999","Not applicable","Not applicable","Percent","4.29098"
"GBR","United Kingdom of Great Britain and Northern Ireland","1998","Not applicable","Not applicable","Percent","4.54001"
"GBR","United Kingdom of Great Britain and Northern Ireland","1996","Not applicable","Not applicable","Percent","4.76335"
"GBR","United Kingdom of Great Britain and Northern Ireland","1995","Not applicable","Not applicable","Percent","4.83926"
"GBR","United Kingdom of Great Britain and Northern Ireland","1994","Not applicable","Not applicable","Percent","4.85083"
"GBR","United Kingdom of Great Britain and Northern Ireland","1992","Not applicable","Not applicable","Percent","4.33449"
"GBR","United Kingdom of Great Britain and Northern Ireland","1991","Not applicable","Not applicable","Percent","4.12248"
"GBR","United Kingdom of Great Britain and Northern Ireland","1990","Not applicable","Not applicable","Percent","4.05552"
"GBR","United Kingdom of Great Britain and Northern Ireland","1989","Not applicable","Not applicable","Percent","4.12511"
"GBR","United Kingdom of Great Britain and Northern Ireland","1988","Not applicable","Not applicable","Percent","4.26831"
"GBR","United Kingdom of Great Britain and Northern Ireland","1987","Not applicable","Not applicable","Percent","4.37181"
"GBR","United Kingdom of Great Britain and Northern Ireland","1986","Not applicable","Not applicable","Percent","4.38084"
"GBR","United Kingdom of Great Britain and Northern Ireland","1985","Not applicable","Not applicable","Percent","4.59409"
"GBR","United Kingdom of Great Britain and Northern Ireland","1984","Not applicable","Not applicable","Percent","4.89906"
"GBR","United Kingdom of Great Britain and Northern Ireland","1983","Not applicable","Not applicable","Percent","5.0615"
"GBR","United Kingdom of Great Britain and Northern Ireland","1982","Not applicable","Not applicable","Percent","5.1887"
"GBR","United Kingdom of Great Britain and Northern Ireland","1981","Not applicable","Not applicable","Percent","5.28842"
"GBR","United Kingdom of Great Britain and Northern Ireland","1980","Not applicable","Not applicable","Percent","5.07012"
"GBR","United Kingdom of Great Britain and Northern Ireland","1977","Not applicable","Not applicable","Percent","6.06335"
"GBR","United Kingdom of Great Britain and Northern Ireland","1976","Not applicable","Not applicable","Percent","6.42422"
"GBR","United Kingdom of Great Britain and Northern Ireland","1975","Not applicable","Not applicable","Percent","6.26878"
"TZA","United Republic of Tanzania","2014","Not applicable","Not applicable","Percent","3.48143"
"TZA","United Republic of Tanzania","2010","Not applicable","Not applicable","Percent","4.62239"
"TZA","United Republic of Tanzania","2009","Not applicable","Not applicable","Percent","4.04366"
"TZA","United Republic of Tanzania","2008","Not applicable","Not applicable","Percent","4.25246"
"TZA","United Republic of Tanzania","2007","Not applicable","Not applicable","Percent","4.04191"
"TZA","United Republic of Tanzania","2006","Not applicable","Not applicable","Percent","3.27111"
"TZA","United Republic of Tanzania","2005","Not applicable","Not applicable","Percent","4.61078"
"TZA","United Republic of Tanzania","2004","Not applicable","Not applicable","Percent","4.65016"
"TZA","United Republic of Tanzania","1998","Not applicable","Not applicable","Percent","2.17591"
"TZA","United Republic of Tanzania","1997","Not applicable","Not applicable","Percent","2.45859"
"TZA","United Republic of Tanzania","1996","Not applicable","Not applicable","Percent","2.53283"
"TZA","United Republic of Tanzania","1990","Not applicable","Not applicable","Percent","2.13807"
"TZA","United Republic of Tanzania","1989","Not applicable","Not applicable","Percent","2.24927"
"USA","United States of America","2011","Not applicable","Not applicable","Percent","5.22389"
"USA","United States of America","2010","Not applicable","Not applicable","Percent","5.42003"
"USA","United States of America","2009","Not applicable","Not applicable","Percent","5.24958"
"USA","United States of America","2008","Not applicable","Not applicable","Percent","5.30355"
"USA","United States of America","2007","Not applicable","Not applicable","Percent","5.24649"
"USA","United States of America","2006","Not applicable","Not applicable","Percent","5.38882"
"USA","United States of America","2005","Not applicable","Not applicable","Percent","5.07366"
"USA","United States of America","2004","Not applicable","Not applicable","Percent","5.30922"
"USA","United States of America","2003","Not applicable","Not applicable","Percent","5.56552"
"USA","United States of America","2002","Not applicable","Not applicable","Percent","5.40621"
"USA","United States of America","2001","Not applicable","Not applicable","Percent","5.45784"
"USA","United States of America","1999","Not applicable","Not applicable","Percent","4.84935"
"USA","United States of America","1998","Not applicable","Not applicable","Percent","4.81543"
"USA","United States of America","1995","Not applicable","Not applicable","Percent","4.94153"
"USA","United States of America","1994","Not applicable","Not applicable","Percent","4.8741"
"USA","United States of America","1991","Not applicable","Not applicable","Percent","4.89907"
"USA","United States of America","1990","Not applicable","Not applicable","Percent","4.81641"
"USA","United States of America","1989","Not applicable","Not applicable","Percent","4.79609"
"USA","United States of America","1988","Not applicable","Not applicable","Percent","4.67741"
"USA","United States of America","1986","Not applicable","Not applicable","Percent","4.5867"
"URY","Uruguay","2011","Not applicable","Not applicable","Percent","4.35527"
"URY","Uruguay","2006","Not applicable","Not applicable","Percent","2.88026"
"URY","Uruguay","2005","Not applicable","Not applicable","Percent","2.71476"
"URY","Uruguay","2004","Not applicable","Not applicable","Percent","2.49954"
"URY","Uruguay","2003","Not applicable","Not applicable","Percent","2.06821"
"URY","Uruguay","2002","Not applicable","Not applicable","Percent","2.3222"
"URY","Uruguay","2001","Not applicable","Not applicable","Percent","2.80096"
"URY","Uruguay","2000","Not applicable","Not applicable","Percent","2.42255"
"URY","Uruguay","1998","Not applicable","Not applicable","Percent","2.24337"
"URY","Uruguay","1996","Not applicable","Not applicable","Percent","2.86987"
"URY","Uruguay","1995","Not applicable","Not applicable","Percent","2.5214"
"URY","Uruguay","1994","Not applicable","Not applicable","Percent","2.27172"
"URY","Uruguay","1992","Not applicable","Not applicable","Percent","2.41153"
"URY","Uruguay","1991","Not applicable","Not applicable","Percent","2.47908"
"URY","Uruguay","1986","Not applicable","Not applicable","Percent","3.10283"
"URY","Uruguay","1985","Not applicable","Not applicable","Percent","2.56679"
"URY","Uruguay","1984","Not applicable","Not applicable","Percent","2.37339"
"URY","Uruguay","1980","Not applicable","Not applicable","Percent","2.15951"
"URY","Uruguay","1979","Not applicable","Not applicable","Percent","1.98713"
"VUT","Vanuatu","2014","Not applicable","Not applicable","Percent","4.91083"
"VUT","Vanuatu","2009","Not applicable","Not applicable","Percent","5.01295"
"VUT","Vanuatu","2008","Not applicable","Not applicable","Percent","5.78303"
"VUT","Vanuatu","2003","Not applicable","Not applicable","Percent","8.44173"
"VUT","Vanuatu","2002","Not applicable","Not applicable","Percent","8.13175"
"VUT","Vanuatu","2001","Not applicable","Not applicable","Percent","8.95115"
"VUT","Vanuatu","2000","Not applicable","Not applicable","Percent","7.00363"
"VUT","Vanuatu","1999","Not applicable","Not applicable","Percent","6.16283"
"VUT","Vanuatu","1998","Not applicable","Not applicable","Percent","7.64082"
"VUT","Vanuatu","1994","Not applicable","Not applicable","Percent","4.38802"
"VEN","Venezuela (Bolivarian Republic of)","2009","Not applicable","Not applicable","Percent","6.87467"
"VEN","Venezuela (Bolivarian Republic of)","2007","Not applicable","Not applicable","Percent","3.62732"
"VEN","Venezuela (Bolivarian Republic of)","2006","Not applicable","Not applicable","Percent","3.66906"
"VEN","Venezuela (Bolivarian Republic of)","1994","Not applicable","Not applicable","Percent","5.17319"
"VEN","Venezuela (Bolivarian Republic of)","1993","Not applicable","Not applicable","Percent","3.94532"
"VEN","Venezuela (Bolivarian Republic of)","1992","Not applicable","Not applicable","Percent","4.45462"
"VEN","Venezuela (Bolivarian Republic of)","1990","Not applicable","Not applicable","Percent","2.52841"
